,STATE,Year,O3 (in ppm)
96,Arkansas,1992,0.03704312668463612
97,Arkansas,1993,0.037819618781961876
98,Arkansas,1994,0.03955776340110905
99,Arkansas,1995,0.04327835562159485
100,Arkansas,1996,0.0401841046277666
101,Arkansas,1997,0.04055809612692487
102,Arkansas,1998,0.04194154288452324
103,Arkansas,1999,0.04373994252873563
104,Arkansas,2000,0.04213240250361098
105,Arkansas,2001,0.0420295358649789
106,Arkansas,2002,0.039952421410365334
107,Arkansas,2003,0.03973213556553695
108,Arkansas,2004,0.03789149443561208
109,Arkansas,2005,0.04418291814946619
110,Arkansas,2006,0.04285747126436782
111,Arkansas,2007,0.04051294442526752
112,Arkansas,2008,0.03859103544127866
113,Arkansas,2009,0.03759602649006623
114,Arkansas,2010,0.04141036505867014
115,Arkansas,2011,0.04037194923527498
116,Arkansas,2012,0.04291061806656102
117,Arkansas,2013,0.03966126519164849
118,Arkansas,2014,0.03719186588016144
119,Arkansas,2015,0.03733012123096052
120,Arkansas,2016,0.03847604274388142
121,Arkansas,2017,0.0385567081604426
122,Arkansas,2018,0.037679310344827584
123,Arkansas,2019,0.03767058011049724
124,Arkansas,2020,0.03283244680851064
125,California,1980,0.04772021005104044
126,California,1981,0.04694839233284797
127,California,1982,0.043463083975421826
128,California,1983,0.0450543518567569
129,California,1984,0.046593145914298695
130,California,1985,0.04719545886422881
131,California,1986,0.04681527974623743
132,California,1987,0.04799559508682761
133,California,1988,0.04911735812463108
134,California,1989,0.04710787885478766
135,California,1990,0.044751808390933935
136,California,1991,0.04543316640986132
137,California,1992,0.044436886487910936
138,California,1993,0.04335560408525172
139,California,1994,0.04378533685601057
140,California,1995,0.04381428874284503
141,California,1996,0.0440514696485623
142,California,1997,0.042542110891474125
143,California,1998,0.04365360041157044
144,California,1999,0.043814532780521644
145,California,2000,0.04148100946159804
146,California,2001,0.042973511466790126
147,California,2002,0.04451014195480888
148,California,2003,0.04385730414294129
149,California,2004,0.04326873410614617
150,California,2005,0.04185731099890829
151,California,2006,0.04368791138494689
152,California,2007,0.042907800016473104
153,California,2008,0.04443427081815385
154,California,2009,0.042649396688025296
155,California,2010,0.042195432310946586
156,California,2011,0.04272392334230204
157,California,2012,0.0439857902649574
158,California,2013,0.04273059223689476
159,California,2014,0.044102020658597425
160,California,2015,0.04372975180437717
161,California,2016,0.04332706595411888
162,California,2017,0.04452677313691213
163,California,2018,0.0436366432631227
164,California,2019,0.0428112878006587
165,California,2020,0.03717985456116351
