,STATE,Year,SO2 (in ppb)
608,Iowa,2007,8.830238522698128
609,Iowa,2008,6.255574497101943
610,Iowa,2009,2.5590132827324474
611,Iowa,2010,3.231548415885765
612,Iowa,2011,5.595197740112995
613,Iowa,2012,5.811585557299844
614,Iowa,2013,5.845011148272018
615,Iowa,2014,7.308016759776536
616,Iowa,2015,4.262944582299421
617,Iowa,2016,2.4810041841004185
618,Iowa,2017,2.0479520187244002
619,Iowa,2018,1.6698042870456664
620,Iowa,2019,1.7078628333910635
621,Iowa,2020,1.410691823899371
622,Kansas,1980,40.00593471810089
623,Kansas,1981,44.27929465301479
624,Kansas,1982,28.904022988505748
625,Kansas,1983,21.755212922173275
626,Kansas,1984,29.45137085137085
627,Kansas,1985,22.45272206303725
628,Kansas,1986,18.074398625429552
629,Kansas,1987,29.450639853747713
630,Kansas,1988,16.5781127129751
631,Kansas,1989,10.158068057080131
632,Kansas,1990,11.341463414634147
633,Kansas,1991,11.331877729257641
634,Kansas,1992,8.160310277957336
635,Kansas,1993,7.2498215560314065
636,Kansas,1994,7.413235294117647
637,Kansas,1995,7.4478951000690135
638,Kansas,1996,6.537079953650058
639,Kansas,1997,7.336956521739131
640,Kansas,1998,12.097142857142858
641,Kansas,1999,11.716134598792062
642,Kansas,2000,7.860740740740741
643,Kansas,2001,5.264197530864197
644,Kansas,2002,5.393384524512699
645,Kansas,2003,7.486305538648813
646,Kansas,2004,4.359223300970874
647,Kansas,2005,3.5320409262250942
648,Kansas,2006,3.3683473389355743
649,Kansas,2007,3.8769322235434007
650,Kansas,2008,4.345952242283052
651,Kansas,2009,3.7974040632054176
652,Kansas,2010,4.473527662105889
653,Kansas,2011,3.7184016118200134
654,Kansas,2012,3.4745409015025044
655,Kansas,2013,2.5283482142857143
656,Kansas,2014,3.4508902077151338
657,Kansas,2015,2.837472924187726
658,Kansas,2016,1.4425320056899005
659,Kansas,2017,1.5101966496722505
660,Kansas,2018,1.5382394366197185
661,Kansas,2019,1.3178740157480315
662,Kentucky,1980,45.13968815303006
663,Kentucky,1981,39.48439315955504
664,Kentucky,1982,36.211427914463094
665,Kentucky,1983,30.65466006303467
666,Kentucky,1984,29.428623144684444
667,Kentucky,1985,32.42194600374231
668,Kentucky,1986,30.166580976863752
669,Kentucky,1987,30.086442998972956
670,Kentucky,1988,30.33585476550681
671,Kentucky,1989,29.634267470734304
672,Kentucky,1990,28.62579720530276
673,Kentucky,1991,30.673093777388257
674,Kentucky,1992,25.3414595784838
675,Kentucky,1993,26.318037974683545
676,Kentucky,1994,26.043987229514013
677,Kentucky,1995,20.57837738619677
678,Kentucky,1996,19.607094398139175
679,Kentucky,1997,20.31241255246852
680,Kentucky,1998,22.508024691358024
681,Kentucky,1999,20.695224719101123
682,Kentucky,2000,19.281309297912713
683,Kentucky,2001,16.222659486329743
684,Kentucky,2002,13.708569034150429
685,Kentucky,2003,13.563786008230453
686,Kentucky,2004,14.744808491001384
687,Kentucky,2005,15.135261194029852
688,Kentucky,2006,13.551969504447268
689,Kentucky,2007,13.772516248839368
690,Kentucky,2008,10.901930501930503
691,Kentucky,2009,8.363950973323721
692,Kentucky,2010,9.140563839701771
693,Kentucky,2011,7.474384236453202
694,Kentucky,2012,6.075083373034778
