,STATE,Year,CO (in ppm)
81,Arizona,1981,2.8947559591373437
82,Arizona,1982,3.203594856992915
83,Arizona,1983,2.734907120743034
84,Arizona,1984,2.89211097708082
85,Arizona,1985,2.933852496564361
86,Arizona,1986,3.317578239251243
87,Arizona,1987,2.737842023748064
88,Arizona,1988,2.3221223021582733
89,Arizona,1989,2.424815361890694
90,Arizona,1990,2.1343537414965987
91,Arizona,1991,2.0352519343272313
92,Arizona,1992,2.0814783347493626
93,Arizona,1993,1.8819045911047345
94,Arizona,1994,2.0101792705542962
95,Arizona,1995,2.2322655918540515
96,Arizona,1996,2.0776096149565992
97,Arizona,1997,1.8293924466338258
98,Arizona,1998,1.6448509485094853
99,Arizona,1999,1.8822130854486951
100,Arizona,2000,1.687593778591034
101,Arizona,2001,1.4754185963662272
102,Arizona,2002,1.4271711711711712
103,Arizona,2003,1.3053809171597632
104,Arizona,2004,1.0712468649229667
105,Arizona,2005,1.0078153072224219
106,Arizona,2006,0.9192608991825613
107,Arizona,2007,0.8124775260697591
108,Arizona,2008,0.6673920994879298
109,Arizona,2009,0.6513915005641219
110,Arizona,2010,0.6308622078968573
111,Arizona,2011,0.5934429777104523
112,Arizona,2012,0.6142208774583964
113,Arizona,2013,0.5526382173638849
114,Arizona,2014,0.6019006137398535
115,Arizona,2015,0.5825953613187655
116,Arizona,2016,0.5479368658399097
117,Arizona,2017,0.4792814635221512
118,Arizona,2018,0.4804300024431957
119,Arizona,2019,0.45377464788732397
120,Arkansas,1982,1.093560606060606
121,Arkansas,1983,1.0533333333333335
122,Arkansas,1991,0.22252747252747251
123,Arkansas,1992,0.3170731707317073
124,Arkansas,1993,2.105785123966942
125,Arkansas,1994,2.195890410958904
126,Arkansas,1995,2.0422651933701657
127,Arkansas,1996,1.858241758241758
128,Arkansas,1997,1.8142011834319527
129,Arkansas,1998,2.333888888888889
130,Arkansas,1999,1.7708333333333333
131,Arkansas,2000,1.503551912568306
132,Arkansas,2001,1.103370786516854
133,Arkansas,2002,0.8860869565217391
134,Arkansas,2003,0.7134078212290503
135,Arkansas,2004,0.5788461538461538
136,Arkansas,2005,0.5868131868131868
137,Arkansas,2006,0.7636363636363636
138,Arkansas,2007,0.7306629834254144
139,Arkansas,2008,0.5591780821917808
140,Arkansas,2009,0.5337016574585635
141,Arkansas,2010,0.5593837535014006
142,Arkansas,2011,0.5388429752066115
143,Arkansas,2012,0.5612104539202201
144,Arkansas,2013,0.4695054945054945
145,Arkansas,2014,0.4178082191780822
146,Arkansas,2015,0.3784530386740331
147,Arkansas,2016,0.3760989010989011
148,Arkansas,2017,0.47624309392265196
149,Arkansas,2018,0.3427397260273972
150,Arkansas,2019,0.4495890410958904
151,Arkansas,2020,0.3510869565217391
152,California,1980,2.6322798047873577
153,California,1981,2.2567941507311584
154,California,1982,2.1208987506992356
155,California,1983,2.0938847788446404
156,California,1984,2.1893764798737174
157,California,1985,2.118015838957594
158,California,1986,2.0025165711717783
159,California,1987,1.8692494292237445
160,California,1988,1.8722424422491273
161,California,1989,1.9328974267449783
162,California,1990,1.7637616259042368
163,California,1991,1.7315220141700405
164,California,1992,1.555479304508386
165,California,1993,1.4445045364541773
166,California,1994,1.4392070221532216
167,California,1995,1.3404581789225445
168,California,1996,1.22458553358713
169,California,1997,1.1703883795837462
170,California,1998,1.162950777369202
171,California,1999,1.1809677748664376
172,California,2000,1.0222240365774005
173,California,2001,0.9441882133706033
174,California,2002,0.878720668595307
175,California,2003,0.8031639501438159
176,California,2004,0.7142543713848813
177,California,2005,0.6651115063620194
178,California,2006,0.6769084509891177
179,California,2007,0.6233958739441195
180,California,2008,0.5831177182629746
181,California,2009,0.538203292480686
182,California,2010,0.482303664921466
183,California,2011,0.5113469524728387
184,California,2012,0.4888827173680837
185,California,2013,0.4950869080549936
186,California,2014,0.45023978357994837
187,California,2015,0.4559481790470079
188,California,2016,0.44174885206628073
189,California,2017,0.4549208051476654
190,California,2018,0.4448834275949058
191,California,2019,0.42218589656268446
192,Colorado,1980,3.2879990321800143
193,Colorado,1981,3.2773083313553286
194,Colorado,1982,3.3592234923137565
195,Colorado,1983,3.1699315654405478
196,Colorado,1984,2.8815659955257273
197,Colorado,1985,2.6064590013742555
198,Colorado,1986,2.825872873769024
199,Colorado,1987,2.6533279710436357
200,Colorado,1988,1.8877211941104957
201,Colorado,1989,1.6942313038643313
202,Colorado,1990,1.510403984504704
203,Colorado,1991,1.5308591065292096
204,Colorado,1992,1.5790495867768595
205,Colorado,1993,1.4765015400410677
206,Colorado,1994,1.5294832453663927
207,Colorado,1995,1.5466354897375942
208,Colorado,1996,1.4604461905430055
209,Colorado,1997,1.4299477655252468
210,Colorado,1998,1.4058939096267191
211,Colorado,1999,1.3902690810627856
212,Colorado,2000,1.2274503199730549
213,Colorado,2001,1.1772653575932264
214,Colorado,2002,1.1339945280437755
215,Colorado,2003,1.047056229327453
216,Colorado,2004,0.9281662781662782
217,Colorado,2005,0.8503748733535968
218,Colorado,2006,0.7574429037520392
219,Colorado,2007,0.7008923076923077
220,Colorado,2008,0.635755258126195
221,Colorado,2009,0.5809333333333333
222,Colorado,2010,0.577206121784435
223,Colorado,2011,0.5105430387059503
224,Colorado,2012,0.4740850277264326
225,Colorado,2013,0.47309523809523807
226,Colorado,2014,0.5138211382113821
227,Colorado,2015,0.5495902982628647
228,Colorado,2016,0.5113388429752066
229,Colorado,2017,0.4571203528670448
230,Colorado,2018,0.4513249211356467
231,Colorado,2019,0.45216619318181817
232,Colorado,2020,0.6135135135135135
233,Connecticut,1980,4.030239704978488
234,Connecticut,1981,3.6583533653846154
235,Connecticut,1982,3.300821596244132
236,Connecticut,1983,3.2635045317220546
237,Connecticut,1984,3.4225806451612906
238,Connecticut,1985,2.887705382436261
239,Connecticut,1986,2.8749101796407186
240,Connecticut,1987,2.5768595041322313
241,Connecticut,1988,2.4320393974507533
242,Connecticut,1989,2.3872988505747124
243,Connecticut,1990,2.2584255042290176
244,Connecticut,1991,2.2830061693774537
245,Connecticut,1992,2.0388355002826453
246,Connecticut,1993,1.9126059920859244
247,Connecticut,1994,1.9744736842105262
248,Connecticut,1995,1.6766608896591566
249,Connecticut,1996,1.484904323175053
250,Connecticut,1997,1.5355128974205159
251,Connecticut,1998,1.4947134112409572
252,Connecticut,1999,1.268352272727273
253,Connecticut,2000,1.195814479638009
254,Connecticut,2001,1.2295959021058622
255,Connecticut,2002,1.2665711009174312
256,Connecticut,2003,1.1843714609286522
257,Connecticut,2004,1.0788502484031228
258,Connecticut,2005,1.1726775956284152
259,Connecticut,2006,0.953409090909091
260,Connecticut,2007,0.7037690839694656
261,Connecticut,2008,0.6583249243188698
262,Connecticut,2009,0.6105465004793863
263,Connecticut,2010,0.5320457796852647
264,Connecticut,2011,0.48872255489021954
265,Connecticut,2012,0.45052884615384614
266,Connecticut,2013,0.4128485511208311
267,Connecticut,2014,0.363319791062101
268,Connecticut,2015,0.39197530864197533
269,Connecticut,2016,0.36511226252158896
270,Connecticut,2017,0.3682337139019476
271,Connecticut,2018,0.3615862068965517
272,Connecticut,2019,0.3555860178204249
273,Delaware,1980,2.0318230852211436
274,Delaware,1981,1.8834115805946792
275,Delaware,1982,1.9048211508553654
276,Delaware,1983,2.1920065252854815
277,Delaware,1984,2.7850427350427354
278,Delaware,1985,2.3490054249547923
279,Delaware,1986,2.0117760617760614
280,Delaware,1987,1.7506796116504855
281,Delaware,1988,1.5632825719120136
282,Delaware,1989,1.6308231173380037
283,Delaware,1990,1.345205479452055
284,Delaware,1991,1.3792738275340395
285,Delaware,1992,1.3579510703363915
286,Delaware,1993,1.1815
287,Delaware,1994,1.1701317715959005
288,Delaware,1995,1.0813504823151125
289,Delaware,1996,1.0836705202312138
290,Delaware,1997,1.029243937232525
291,Delaware,1998,0.8705202312138728
292,Delaware,1999,0.7810509554140127
293,Delaware,2000,0.7628279883381923
294,Delaware,2001,0.6950151057401813
295,Delaware,2002,0.6180397727272727
296,Delaware,2003,0.6220505617977528
297,Delaware,2004,0.6014064697609002
298,Delaware,2005,0.597799174690509
299,Delaware,2006,0.5293539325842697
300,Delaware,2007,0.42365439093484425
301,Delaware,2008,0.39663394109396916
302,Delaware,2009,0.34542897327707456
303,Delaware,2010,0.4377745241581259
304,Delaware,2011,0.36737588652482267
305,Delaware,2012,0.35494137353433836
306,Delaware,2013,0.3614307931570762
307,Delaware,2014,0.30632318501170963
308,Delaware,2015,0.3975206611570248
309,Delaware,2016,0.3559077809798271
310,Delaware,2017,0.3524590163934426
311,Delaware,2018,0.32416666666666666
312,Delaware,2019,0.3247813411078717
313,Delaware,2020,0.3766666666666667
314,District Of Columbia,1980,2.990686274509804
315,District Of Columbia,1981,3.3106075216972033
316,District Of Columbia,1982,2.6713426853707416
317,District Of Columbia,1983,3.119818913480885
318,District Of Columbia,1984,3.1459086078639746
319,District Of Columbia,1985,2.8198863636363636
320,District Of Columbia,1986,2.770664739884393
321,District Of Columbia,1987,2.6096774193548384
322,District Of Columbia,1989,2.39093567251462
323,District Of Columbia,1990,2.1709876543209874
324,District Of Columbia,1991,2.2102601156069364
325,District Of Columbia,1992,2.00990371389271
326,District Of Columbia,1993,2.1446716899892357
327,District Of Columbia,1994,2.0649580615097856
328,District Of Columbia,1995,1.717304015296367
329,District Of Columbia,1996,1.681858407079646
330,District Of Columbia,1997,1.5561549100968186
331,District Of Columbia,1998,1.6697260273972605
332,District Of Columbia,1999,1.5492434662998624
333,District Of Columbia,2000,1.548968363136176
334,District Of Columbia,2001,1.4133704735376045
335,District Of Columbia,2002,1.4111724137931034
336,District Of Columbia,2003,1.2835904628330996
337,District Of Columbia,2004,1.0234482758620689
338,District Of Columbia,2005,1.1202479338842974
339,District Of Columbia,2006,1.1513736263736265
340,District Of Columbia,2007,1.0946927374301676
341,District Of Columbia,2008,1.0854595336076818
342,District Of Columbia,2009,1.0198060941828255
343,District Of Columbia,2010,1.0142857142857142
344,District Of Columbia,2011,0.8573829531812726
345,District Of Columbia,2012,0.803329752953813
346,District Of Columbia,2013,0.5302136317395728
347,District Of Columbia,2014,0.5640099626400996
348,District Of Columbia,2015,0.5726966292134832
349,District Of Columbia,2016,0.639984532095901
350,District Of Columbia,2017,0.4700573065902579
351,District Of Columbia,2018,0.4444444444444444
352,District Of Columbia,2019,0.45486968449931414
353,Florida,1980,2.1644015444015445
354,Florida,1981,2.212231466534211
355,Florida,1982,2.096553665953373
356,Florida,1983,2.0135138133806723
357,Florida,1984,1.8204455790206544
358,Florida,1985,1.7710158768055388
359,Florida,1986,1.6147939829954219
360,Florida,1987,1.5878483159680155
361,Florida,1988,1.5416217571124202
362,Florida,1989,1.6685560215698023
363,Florida,1990,1.5132414892405783
364,Florida,1991,1.3645454545454545
365,Florida,1992,1.2921390198443155
366,Florida,1993,1.2738616141526222
367,Florida,1994,1.2011344579264083
368,Florida,1995,1.2642226411350332
369,Florida,1996,1.133485747640821
370,Florida,1997,1.1196126652320935
371,Florida,1998,1.0671383817651507
372,Florida,1999,1.0278309127405834
373,Florida,2000,0.9798683889836705
374,Florida,2001,0.9298761399210562
375,Florida,2002,0.8757317575924144
376,Florida,2003,0.8787496716574731
377,Florida,2004,0.8566842746850873
378,Florida,2005,0.7280505852280372
379,Florida,2006,0.6975330516559902
380,Florida,2007,0.6289124293785311
381,Florida,2008,0.5325315694527962
382,Florida,2009,0.46814053537284894
383,Florida,2010,0.39670091941590047
384,Florida,2011,0.3331631205673759
385,Florida,2012,0.32700811642877137
386,Florida,2013,0.2725014442518775
387,Florida,2014,0.33258106355382616
388,Florida,2015,0.34582349151814473
389,Florida,2016,0.42272642737586014
390,Florida,2017,0.39740417765159197
391,Florida,2018,0.3714173228346456
392,Florida,2019,0.34654765914449315
393,Georgia,1980,2.9629510825982357
394,Georgia,1981,2.4763765541740677
395,Georgia,1982,2.3091653027823242
396,Georgia,1983,2.239890377588307
397,Georgia,1984,2.0728033472803347
398,Georgia,1985,1.554337899543379
399,Georgia,1986,1.9078125
400,Georgia,1987,1.4739357729648992
401,Georgia,1988,1.375475687103594
402,Georgia,1989,1.5918401332223147
403,Georgia,1990,1.782409638554217
404,Georgia,1991,1.6474534161490684
405,Georgia,1992,1.5108597285067873
406,Georgia,1993,1.5297546012269938
407,Georgia,1994,1.6394422310756973
408,Georgia,1995,1.6947740112994352
409,Georgia,1996,1.5072327044025158
410,Georgia,1997,1.3495879120879122
411,Georgia,1998,1.3731638418079097
412,Georgia,1999,1.2495738636363638
413,Georgia,2000,1.0670406732117812
414,Georgia,2001,1.1011510791366905
415,Georgia,2002,0.8454882571075402
416,Georgia,2003,0.7399454049135579
417,Georgia,2004,0.6541666666666667
418,Georgia,2005,0.6699630314232902
419,Georgia,2006,0.6589696412143514
420,Georgia,2007,0.5591123701605288
421,Georgia,2008,0.4868565169769989
422,Georgia,2009,0.38820960698689955
423,Georgia,2010,0.4265286923800564
424,Georgia,2011,0.42212885154061625
425,Georgia,2012,0.4332082551594747
426,Georgia,2013,0.42343173431734316
427,Georgia,2014,0.45364583333333336
428,Georgia,2015,0.59267364414843
429,Georgia,2016,0.7306250000000001
430,Georgia,2017,0.6405487804878048
431,Georgia,2018,0.5991701244813278
432,Georgia,2019,0.6171145685997171
433,Hawaii,1980,0.27468750000000003
434,Hawaii,1981,1.9732418524871356
435,Hawaii,1982,1.8980496453900708
436,Hawaii,1983,1.7925547445255476
437,Hawaii,1984,1.6003976143141152
438,Hawaii,1985,1.4928149606299213
439,Hawaii,1986,1.5023668639053254
440,Hawaii,1987,1.4231778425655977
441,Hawaii,1988,1.2705459770114942
442,Hawaii,1989,1.346372239747634
443,Hawaii,1990,0.9952104499274311
444,Hawaii,1991,0.9432457786116323
445,Hawaii,1992,0.870078125
446,Hawaii,1993,0.8385039370078741
447,Hawaii,1994,0.7861218195836546
448,Hawaii,1995,0.7947033898305085
449,Hawaii,1996,0.8147794117647058
450,Hawaii,1997,0.7477172312223859
451,Hawaii,1998,0.6711988304093568
452,Hawaii,1999,0.5935386927122465
453,Hawaii,2000,0.603719298245614
454,Hawaii,2001,0.6232934553131598
455,Hawaii,2002,0.6172746042670337
456,Hawaii,2003,0.7463788300835654
457,Hawaii,2004,0.7336309523809523
458,Hawaii,2005,0.6011210762331839
459,Hawaii,2006,0.4904707233065442
460,Hawaii,2007,0.42959326788218793
461,Hawaii,2008,0.4306092124814265
462,Hawaii,2009,0.40028901734104044
463,Hawaii,2010,0.3371104815864023
464,Hawaii,2011,0.3800718132854578
465,Hawaii,2012,0.42266473569876906
466,Hawaii,2013,0.4670766319772942
467,Hawaii,2014,0.4100235849056604
468,Hawaii,2015,0.4437699680511182
469,Hawaii,2016,0.3990673575129534
470,Hawaii,2017,0.32020100502512566
471,Hawaii,2018,0.37682926829268293
472,Hawaii,2019,0.21940298507462686
473,Idaho,1980,4.799710144927537
474,Idaho,1981,4.698080614203454
475,Idaho,1982,4.652714535901926
476,Idaho,1983,4.9182539682539685
477,Idaho,1984,3.2321180555555555
478,Idaho,1985,3.248746081504702
479,Idaho,1986,3.153602811950791
480,Idaho,1987,2.84122965641953
481,Idaho,1988,2.5102389078498293
482,Idaho,1989,3.634920634920635
483,Idaho,1990,4.11474358974359
484,Idaho,1991,3.6236994219653176
485,Idaho,1992,3.593888888888889
486,Idaho,1993,2.882102272727273
487,Idaho,1994,2.725462962962963
488,Idaho,1995,2.271652421652422
489,Idaho,1996,1.8558171745152356
490,Idaho,1997,1.9688988095238094
491,Idaho,1998,1.804551724137931
492,Idaho,1999,2.1139449541284403
493,Idaho,2000,1.8030358785648575
494,Idaho,2001,1.7473438956197578
495,Idaho,2002,1.127710843373494
496,Idaho,2003,1.2697542533081285
497,Idaho,2004,1.4594972067039107
498,Idaho,2005,1.344551724137931
499,Idaho,2006,0.9192634560906515
500,Idaho,2007,0.781439393939394
501,Idaho,2008,1.0145454545454546
502,Idaho,2009,0.6737160120845922
503,Idaho,2010,0.4531502423263328
504,Idaho,2011,0.42019914651493595
505,Idaho,2012,0.4219961240310077
506,Idaho,2013,0.4201251303441084
507,Idaho,2014,0.4040604343720491
508,Idaho,2015,0.5017159199237369
509,Idaho,2016,0.447900113507378
510,Idaho,2017,0.45327225130890053
511,Idaho,2018,0.5573002754820937
512,Idaho,2019,0.49368131868131865
513,Illinois,1980,2.760347728547392
514,Illinois,1981,2.621339779005525
515,Illinois,1982,2.5364696931270605
516,Illinois,1983,2.5036124401913877
517,Illinois,1984,2.3930771125893076
518,Illinois,1985,2.0266280417149476
519,Illinois,1986,2.0951559726096884
520,Illinois,1987,2.132679550043265
521,Illinois,1988,1.7593513303554087
522,Illinois,1989,1.6961685823754789
523,Illinois,1990,1.6300189593427428
524,Illinois,1991,1.6489025695931478
525,Illinois,1992,1.6471406086044071
526,Illinois,1993,1.5597897129866438
527,Illinois,1994,1.6159084932947674
528,Illinois,1995,1.3794237798322941
529,Illinois,1996,1.2015986882557903
530,Illinois,1997,1.184804972138877
531,Illinois,1998,1.3053841839596185
532,Illinois,1999,1.3190714484292465
533,Illinois,2000,1.1111886160714286
534,Illinois,2001,1.127853177051203
535,Illinois,2002,1.0911233547597183
536,Illinois,2003,0.9766274238227147
537,Illinois,2004,0.9488107549120993
538,Illinois,2005,0.8479930191972077
539,Illinois,2006,0.7451725339839665
540,Illinois,2007,0.6252399232245681
541,Illinois,2008,0.5782595325953259
542,Illinois,2009,0.5679910998092816
543,Illinois,2010,0.5679016393442623
544,Illinois,2011,0.5714285714285714
545,Illinois,2012,0.525724404378622
546,Illinois,2013,0.295273631840796
547,Illinois,2014,0.3180942184154176
548,Illinois,2015,0.32906976744186045
549,Illinois,2016,0.28986415882967603
550,Illinois,2017,0.2913227513227513
551,Illinois,2018,0.3053886010362694
552,Illinois,2019,0.40574585635359117
553,Illinois,2020,0.3515625
554,Indiana,1980,3.1884976525821593
555,Indiana,1981,2.7636239782016347
556,Indiana,1982,2.2591496232508073
557,Indiana,1983,2.1558380008616975
558,Indiana,1984,2.0310286103542237
559,Indiana,1985,1.8401442307692308
560,Indiana,1986,1.6397361153728136
561,Indiana,1987,1.4367676767676767
562,Indiana,1988,1.4647939091625097
563,Indiana,1989,1.2191483516483517
564,Indiana,1990,1.1865530799475754
565,Indiana,1991,1.0872015281757401
566,Indiana,1992,1.2282701929949964
567,Indiana,1993,1.1553903345724907
568,Indiana,1994,1.2934337997847147
569,Indiana,1995,1.145529899348727
570,Indiana,1996,1.0568512217754409
571,Indiana,1997,1.1560606060606062
572,Indiana,1998,1.0859180035650624
573,Indiana,1999,1.1028457092040909
574,Indiana,2000,0.9959032383925088
575,Indiana,2001,0.980810354530107
576,Indiana,2002,1.0054576463899942
577,Indiana,2003,0.942857142857143
578,Indiana,2004,0.85234375
579,Indiana,2005,0.7387927991528415
580,Indiana,2006,0.7264632848527847
581,Indiana,2007,0.6663047848813831
582,Indiana,2008,0.671656976744186
583,Indiana,2009,0.7442595673876873
584,Indiana,2010,0.7602364320257926
585,Indiana,2011,0.7406175771971496
586,Indiana,2012,0.7556139512661252
587,Indiana,2013,0.5708015267175574
588,Indiana,2014,0.564935064935065
589,Indiana,2015,0.6114040465971796
590,Indiana,2016,0.4902923976608187
591,Indiana,2017,0.5938443670150987
592,Indiana,2018,0.4892078071182549
593,Indiana,2019,0.4812572087658593
594,Indiana,2020,0.32087912087912085
595,Iowa,1980,2.525488232348523
596,Iowa,1981,2.389143627781524
597,Iowa,1982,2.431703703703704
598,Iowa,1983,2.5150693985459354
599,Iowa,1984,2.4383061889250817
600,Iowa,1985,1.644676549865229
601,Iowa,1986,1.5546127946127946
602,Iowa,1987,1.5016686531585222
603,Iowa,1988,1.2407877169559414
604,Iowa,1989,1.2450261780104712
605,Iowa,1990,1.397240551889622
606,Iowa,1991,1.3341931613677265
607,Iowa,1992,1.254144305307096
608,Iowa,1993,1.393590582079791
609,Iowa,1994,1.1915188470066518
610,Iowa,1995,1.1886859163229229
611,Iowa,1996,1.1794312169312169
612,Iowa,1997,1.0030649038461539
613,Iowa,1998,1.026435474701535
614,Iowa,1999,0.9228861330326945
615,Iowa,2000,0.7194491287240024
616,Iowa,2001,0.7605609616485404
617,Iowa,2002,0.6862809917355371
618,Iowa,2003,0.6837557603686636
619,Iowa,2004,0.6632304299889746
620,Iowa,2005,0.4405594405594406
621,Iowa,2006,0.41513706793802146
622,Iowa,2007,0.3343195266272189
623,Iowa,2008,0.3434093161546085
624,Iowa,2009,0.33
625,Iowa,2010,0.33021868787276343
626,Iowa,2011,0.28552894211576846
627,Iowa,2012,0.3148936170212766
628,Iowa,2013,0.2873481781376518
629,Iowa,2014,0.28389261744966443
630,Iowa,2015,0.28982387475538157
631,Iowa,2016,0.27482724580454093
632,Iowa,2017,0.2805300713557594
633,Iowa,2018,0.27716981132075474
634,Iowa,2019,0.26289655172413795
635,Iowa,2020,0.2278688524590164
636,Kansas,1980,2.1597042513863216
637,Kansas,1981,1.9048076923076922
638,Kansas,1982,2.256781802864364
639,Kansas,1983,2.227307692307692
640,Kansas,1984,1.7422053231939163
641,Kansas,1985,2.2078783151326054
642,Kansas,1986,2.0844349680170575
643,Kansas,1987,1.7393981805458363
644,Kansas,1988,1.5795725958516655
645,Kansas,1989,1.449755501222494
646,Kansas,1990,1.3721059113300493
647,Kansas,1991,1.1267844002943341
648,Kansas,1992,1.025531914893617
649,Kansas,1993,1.0075120192307692
650,Kansas,1994,1.053921007441328
651,Kansas,1995,0.9132119788608338
652,Kansas,1996,0.9012244897959183
653,Kansas,1997,0.8192613636363637
654,Kansas,1998,1.0066319895968792
655,Kansas,1999,0.9621917808219178
656,Kansas,2000,0.8690550363447559
657,Kansas,2001,0.6360875706214689
658,Kansas,2002,0.7002588996763754
659,Kansas,2003,0.5468131868131868
660,Kansas,2004,0.5915181753385602
661,Kansas,2005,0.6773598820058997
662,Kansas,2006,0.593491124260355
663,Kansas,2007,0.6175789473684211
664,Kansas,2008,0.5460185185185186
665,Kansas,2009,0.47330827067669173
666,Kansas,2010,0.5881278538812785
667,Kansas,2011,0.43330206378986863
668,Kansas,2012,0.54993531694696
669,Kansas,2013,0.49699812382739206
670,Kansas,2014,0.3782857142857143
671,Kansas,2015,0.4099706744868036
672,Kansas,2016,0.33964497041420116
673,Kansas,2017,0.31097560975609756
674,Kansas,2018,0.3050632911392405
675,Kansas,2019,0.30666666666666664
676,Kentucky,1980,2.209016393442623
677,Kentucky,1981,2.2235189422832446
678,Kentucky,1982,2.4313960639606393
679,Kentucky,1983,2.5440989847715736
680,Kentucky,1984,2.410802361931226
681,Kentucky,1985,1.9695908346972177
682,Kentucky,1986,1.8743750000000001
683,Kentucky,1987,1.848118548118548
684,Kentucky,1988,1.7839785961598993
685,Kentucky,1989,1.7880417589370452
686,Kentucky,1990,1.6175186846038865
687,Kentucky,1991,1.5193270300333703
688,Kentucky,1992,1.39047831917747
689,Kentucky,1993,1.3363221253632211
690,Kentucky,1994,1.3447345705653864
691,Kentucky,1995,1.1959574468085106
692,Kentucky,1996,1.1158359170045313
693,Kentucky,1997,1.0461627637375377
694,Kentucky,1998,1.026568886751623
695,Kentucky,1999,0.7987515923566879
696,Kentucky,2000,0.5274861181221605
697,Kentucky,2001,0.6088384592415647
698,Kentucky,2002,0.5990867579908675
699,Kentucky,2003,0.7084729981378026
700,Kentucky,2004,0.8719495091164096
701,Kentucky,2005,0.737759336099585
702,Kentucky,2006,0.8990112994350282
703,Kentucky,2007,0.7904964539007091
704,Kentucky,2008,0.5822931785195936
705,Kentucky,2009,0.8043933054393305
706,Kentucky,2010,0.5504437869822486
707,Kentucky,2011,0.5366929133858268
708,Kentucky,2012,0.42931034482758623
709,Kentucky,2013,0.3673499267935578
710,Kentucky,2014,0.352636815920398
711,Kentucky,2015,0.32140391254315304
712,Kentucky,2016,0.35454545454545455
713,Kentucky,2017,0.30626204238921
714,Kentucky,2018,0.3102175969725639
715,Kentucky,2019,0.31363636363636366
716,Kentucky,2020,0.19062500000000002
717,Louisiana,1981,2.3359778597785974
718,Louisiana,1982,1.6152272727272727
719,Louisiana,1983,1.7971428571428572
720,Louisiana,1984,2.110367577756833
721,Louisiana,1985,1.97294921875
722,Louisiana,1986,2.0137104506232024
723,Louisiana,1987,1.7688038277511962
724,Louisiana,1988,1.6801519468186135
725,Louisiana,1989,1.3132022471910112
726,Louisiana,1990,1.0575559701492538
727,Louisiana,1991,1.1443413729128014
728,Louisiana,1992,1.3585526315789473
729,Louisiana,1993,1.2457081545064377
730,Louisiana,1994,1.2937361827560796
731,Louisiana,1995,1.1594494047619048
732,Louisiana,1996,1.1757391963608794
733,Louisiana,1997,1.0403940886699508
734,Louisiana,1998,1.1508212560386473
735,Louisiana,1999,1.0831568816169395
736,Louisiana,2000,1.0157250470809793
737,Louisiana,2001,1.1129970902036856
738,Louisiana,2002,0.9166834170854271
739,Louisiana,2003,1.0385192127460168
740,Louisiana,2004,0.8903917910447762
741,Louisiana,2005,0.7259809119830329
742,Louisiana,2006,0.5402061855670103
743,Louisiana,2007,0.5118155619596542
744,Louisiana,2008,0.41813031161473085
745,Louisiana,2009,0.30964187327823695
746,Louisiana,2010,0.3636111111111111
747,Louisiana,2011,0.3125
748,Louisiana,2012,0.3189265536723164
749,Louisiana,2013,0.28515406162464985
750,Louisiana,2014,0.3414084507042254
751,Louisiana,2015,0.5655807365439094
752,Louisiana,2016,0.4697222222222222
753,Louisiana,2017,0.4830609212481427
754,Louisiana,2018,0.45084033613445373
755,Louisiana,2019,0.31307471264367814
756,Louisiana,2020,0.36885245901639346
757,Maine,1980,2.292244224422442
758,Maine,1981,1.5472035794183445
759,Maine,1982,1.355958549222798
760,Maine,1983,2.1025069637883007
761,Maine,1984,2.27875
762,Maine,1985,2.307514450867052
763,Maine,1986,2.1710801393728225
764,Maine,1987,2.1256578947368423
765,Maine,1988,2.041954022988506
766,Maine,1989,2.2323529411764707
767,Maine,1990,0.18850931677018634
768,Maine,1991,0.36875
769,Maine,2001,0.47597402597402594
770,Maine,2002,0.4030386740331492
771,Maine,2003,0.4373015873015873
772,Maine,2004,0.29876543209876544
773,Maine,2005,0.21530398322851155
774,Maine,2006,0.19616368286445013
775,Maine,2007,0.18440145102781136
776,Maine,2008,0.20803673938002298
777,Maine,2009,0.24173640167364016
778,Maine,2010,0.26646403242147926
779,Maine,2011,0.2564500484966053
780,Maine,2012,0.2875616979269497
781,Maine,2013,0.2213235294117647
782,Maine,2014,0.22084690553745928
783,Maine,2015,0.26133603238866393
784,Maine,2016,0.229607250755287
785,Maine,2017,0.22877767083734363
786,Maine,2018,0.20896273917421954
787,Maine,2019,0.19440820130475303
788,Maine,2020,0.23684210526315788
789,Maryland,1980,2.1838235294117645
790,Maryland,1981,3.2818028643639425
791,Maryland,1982,2.8642857142857143
792,Maryland,1983,2.7367004852227614
793,Maryland,1984,3.036159712875729
794,Maryland,1985,2.741042654028436
795,Maryland,1986,2.573326913818007
796,Maryland,1987,2.310336341263331
797,Maryland,1988,2.210528488852188
798,Maryland,1989,2.0219161184210526
799,Maryland,1990,2.1483250961010434
800,Maryland,1991,1.780155979202773
801,Maryland,1992,1.6014912280701754
802,Maryland,1993,1.526908576814326
803,Maryland,1994,1.4997615641392466
804,Maryland,1995,1.3364622641509434
805,Maryland,1996,1.3248821372446307
806,Maryland,1997,1.2201725282017253
807,Maryland,1998,1.2871361502347418
808,Maryland,1999,1.1610455311973018
809,Maryland,2000,0.9214743589743589
810,Maryland,2001,0.7428779069767443
811,Maryland,2002,0.8230235783633841
812,Maryland,2003,0.7073103448275861
813,Maryland,2004,0.6719054242002782
814,Maryland,2005,0.6027576197387519
815,Maryland,2006,0.679502196193265
816,Maryland,2007,0.5639344262295082
817,Maryland,2008,0.44985734664764626
818,Maryland,2009,0.41213235294117645
